IDADE;SEXO;DOSE;UF;N
33;M;2ª Dose;41;2685
33;M;2ª Dose;42;1747
33;M;2ª Dose;43;3991
33;M;2ª Dose;50;2010
33;M;2ª Dose;51;1181
33;M;2ª Dose;52;1979
33;M;2ª Dose;53;1100
33;M;2ª Dose;99;16
33;M;2ª Dose;NA;470
33;M;Dose ;11;240
33;M;Dose ;12;136
33;M;Dose ;13;17
33;M;Dose ;14;18
33;M;Dose ;15;271
33;M;Dose ;16;84
33;M;Dose ;17;213
33;M;Dose ;21;1054
33;M;Dose ;22;217
33;M;Dose ;23;65
33;M;Dose ;24;18
33;M;Dose ;25;81
33;M;Dose ;26;301
33;M;Dose ;27;189
33;M;Dose ;28;66
33;M;Dose ;29;503
33;M;Dose ;31;899
33;M;Dose ;32;760
33;M;Dose ;33;471
33;M;Dose ;35;2823
33;M;Dose ;41;3322
33;M;Dose ;42;1106
33;M;Dose ;43;2228
33;M;Dose ;50;2427
33;M;Dose ;51;469
33;M;Dose ;52;582
33;M;Dose ;53;219
33;M;Dose ;99;5
33;M;Dose ;NA;110
33;M;Dose Inicial ;25;3
33;M;Única ;11;4
33;M;Única ;12;2
33;M;Única ;13;423
33;M;Única ;14;5
33;M;Única ;15;24
33;M;Única ;16;1
33;M;Única ;17;2
33;M;Única ;21;6
33;M;Única ;22;4
33;M;Única ;23;11
33;M;Única ;24;339
33;M;Única ;25;13
33;M;Única ;26;9
33;M;Única ;27;5
33;M;Única ;28;2
33;M;Única ;29;26
33;M;Única ;31;47
33;M;Única ;32;1
33;M;Única ;33;11
33;M;Única ;35;894
33;M;Única ;41;253
33;M;Única ;42;15
33;M;Única ;43;14
33;M;Única ;50;1
33;M;Única ;51;4
33;M;Única ;52;5
33;M;Única ;53;1
33;M;Única ;NA;10
34;F;1ª Dose;11;4448
34;F;1ª Dose;12;3910
34;F;1ª Dose;13;17875
34;F;1ª Dose;14;1880
34;F;1ª Dose;15;22137
34;F;1ª Dose;16;2028
34;F;1ª Dose;17;4134
34;F;1ª Dose;21;26227
34;F;1ª Dose;22;7283
34;F;1ª Dose;23;20318
34;F;1ª Dose;24;9398
34;F;1ª Dose;25;9164
34;F;1ª Dose;26;18660
34;F;1ª Dose;27;6854
34;F;1ª Dose;28;6373
34;F;1ª Dose;29;29546
34;F;1ª Dose;31;46827
34;F;1ª Dose;32;11781
34;F;1ª Dose;33;35814
34;F;1ª Dose;35;104199
34;F;1ª Dose;41;25204
34;F;1ª Dose;42;16094
34;F;1ª Dose;43;30757
34;F;1ª Dose;50;9862
34;F;1ª Dose;51;8764
34;F;1ª Dose;52;15474
34;F;1ª Dose;53;6370
34;F;1ª Dose;99;64
34;F;1ª Dose;NA;1973
34;F;2ª Dose;11;1201
34;F;2ª Dose;12;604
34;F;2ª Dose;13;3010
34;F;2ª Dose;14;478
34;F;2ª Dose;15;3959
34;F;2ª Dose;16;474
34;F;2ª Dose;17;1114
34;F;2ª Dose;21;3960
34;F;2ª Dose;22;2037
34;F;2ª Dose;23;4432
34;F;2ª Dose;24;2433
34;F;2ª Dose;25;2124
34;F;2ª Dose;26;5123
34;F;2ª Dose;27;1749
34;F;2ª Dose;28;1233
34;F;2ª Dose;29;8547
34;F;2ª Dose;31;13738
34;F;2ª Dose;32;3068
34;F;2ª Dose;33;7605
34;F;2ª Dose;35;31554
34;F;2ª Dose;41;7099
34;F;2ª Dose;42;4846
34;F;2ª Dose;43;9864
34;F;2ª Dose;50;2933
34;F;2ª Dose;51;2490
34;F;2ª Dose;52;4096
34;F;2ª Dose;53;2399
34;F;2ª Dose;99;21
34;F;2ª Dose;NA;587
34;F;Dose ;11;190
34;F;Dose ;12;134
34;F;Dose ;13;16
34;F;Dose ;14;225
34;F;Dose ;15;321
34;F;Dose ;16;132
34;F;Dose ;17;119
34;F;Dose ;21;1088
34;F;Dose ;22;148
34;F;Dose ;23;71
34;F;Dose ;24;15
34;F;Dose ;25;78
34;F;Dose ;26;456
34;F;Dose ;27;221
34;F;Dose ;28;53
34;F;Dose ;29;509
34;F;Dose ;31;462
34;F;Dose ;32;947
34;F;Dose ;33;1041
34;F;Dose ;35;3494
34;F;Dose ;41;827
34;F;Dose ;42;719
34;F;Dose ;43;2223
34;F;Dose ;50;2362
34;F;Dose ;51;285
34;F;Dose ;52;449
34;F;Dose ;53;488
34;F;Dose ;99;2
34;F;Dose ;NA;63
34;F;Dose Inicial ;23;1
34;F;Dose Inicial ;25;4
34;F;Única ;11;3
34;F;Única ;12;2
34;F;Única ;13;306
34;F;Única ;14;5
34;F;Única ;15;9
34;F;Única ;17;1
34;F;Única ;22;1
34;F;Única ;23;6
34;F;Única ;24;150
34;F;Única ;25;8
34;F;Única ;26;5
34;F;Única ;27;5
34;F;Única ;29;12
34;F;Única ;31;24
34;F;Única ;32;2
34;F;Única ;33;11
34;F;Única ;35;1064
34;F;Única ;41;30
34;F;Única ;42;18
34;F;Única ;43;5
34;F;Única ;50;5
34;F;Única ;51;1
34;F;Única ;52;3
34;F;Única ;53;1
34;F;Única ;NA;10
34;M;1ª Dose;11;3943
34;M;1ª Dose;12;3361
34;M;1ª Dose;13;15562
34;M;1ª Dose;14;1559
34;M;1ª Dose;15;18089
34;M;1ª Dose;16;1661
34;M;1ª Dose;17;3728
34;M;1ª Dose;21;20577
34;M;1ª Dose;22;5773
34;M;1ª Dose;23;15538
34;M;1ª Dose;24;6339
34;M;1ª Dose;25;5920
34;M;1ª Dose;26;15235
34;M;1ª Dose;27;6411
34;M;1ª Dose;28;4854
34;M;1ª Dose;29;18993
34;M;1ª Dose;31;31282
34;M;1ª Dose;32;7654
34;M;1ª Dose;33;23615
34;M;1ª Dose;35;61846
34;M;1ª Dose;41;14722
34;M;1ª Dose;42;10504
34;M;1ª Dose;43;24072
34;M;1ª Dose;50;7787
34;M;1ª Dose;51;5874
34;M;1ª Dose;52;12395
34;M;1ª Dose;53;4340
34;M;1ª Dose;99;66
34;M;1ª Dose;NA;1955
34;M;2ª Dose;11;723
34;M;2ª Dose;12;456
34;M;2ª Dose;13;2296
34;M;2ª Dose;14;424
34;M;2ª Dose;15;2568
34;M;2ª Dose;16;302
34;M;2ª Dose;17;664
34;M;2ª Dose;21;2512
34;M;2ª Dose;22;1265
34;M;2ª Dose;23;2557
34;M;2ª Dose;24;1238
34;M;2ª Dose;25;1110
34;M;2ª Dose;26;2857
34;M;2ª Dose;27;881
34;M;2ª Dose;28;541
34;M;2ª Dose;29;3868
34;M;2ª Dose;31;5770
34;M;2ª Dose;32;1405
34;M;2ª Dose;33;3472
34;M;2ª Dose;35;13595
34;M;2ª Dose;41;2706
34;M;2ª Dose;42;1647
34;M;2ª Dose;43;4059
34;M;2ª Dose;50;1998
34;M;2ª Dose;51;1152
34;M;2ª Dose;52;2059
34;M;2ª Dose;53;1200
34;M;2ª Dose;99;17
34;M;2ª Dose;NA;382
34;M;Dose ;11;239
34;M;Dose ;12;129
34;M;Dose ;13;21
34;M;Dose ;14;213
34;M;Dose ;15;327
34;M;Dose ;16;70
34;M;Dose ;17;200
34;M;Dose ;21;712
34;M;Dose ;22;233
34;M;Dose ;23;94
34;M;Dose ;24;22
34;M;Dose ;25;114
34;M;Dose ;26;458
34;M;Dose ;27;237
34;M;Dose ;28;65
34;M;Dose ;29;559
34;M;Dose ;31;1067
34;M;Dose ;32;993
34;M;Dose ;33;842
34;M;Dose ;35;3795
34;M;Dose ;41;3687
34;M;Dose ;42;1090
34;M;Dose ;43;2800
34;M;Dose ;50;2507
34;M;Dose ;51;514
34;M;Dose ;52;638
34;M;Dose ;53;233
34;M;Dose ;99;11
34;M;Dose ;NA;103
34;M;Dose Inicial ;25;4
34;M;Única ;11;2
34;M;Única ;12;1
34;M;Única ;13;311
34;M;Única ;14;1
34;M;Única ;15;21
34;M;Única ;16;1
34;M;Única ;17;1
34;M;Única ;21;3
34;M;Única ;22;4
34;M;Única ;23;8
34;M;Única ;24;401
34;M;Única ;25;12
34;M;Única ;26;12
34;M;Única ;27;12
34;M;Única ;28;5
34;M;Única ;29;23
34;M;Única ;31;49
34;M;Única ;32;2
34;M;Única ;33;9
34;M;Única ;35;1099
34;M;Única ;41;260
34;M;Única ;42;18
34;M;Única ;43;8
34;M;Única ;50;9
34;M;Única ;51;2
34;M;Única ;52;6
34;M;Única ;NA;11
35;F;1ª Dose;11;5053
35;F;1ª Dose;12;3998
35;F;1ª Dose;13;18817
35;F;1ª Dose;14;1924
35;F;1ª Dose;15;24300
35;F;1ª Dose;16;2144
35;F;1ª Dose;17;4421
35;F;1ª Dose;21;28291
35;F;1ª Dose;22;7477
35;F;1ª Dose;23;22567
35;F;1ª Dose;24;9952
35;F;1ª Dose;25;9412
35;F;1ª Dose;26;20493
35;F;1ª Dose;27;7586
35;F;1ª Dose;28;6272
35;F;1ª Dose;29;31774
35;F;1ª Dose;31;47776
35;F;1ª Dose;32;17492
35;F;1ª Dose;33;38190
35;F;1ª Dose;35;118708
35;F;1ª Dose;41;26729
35;F;1ª Dose;42;17964
35;F;1ª Dose;43;35068
35;F;1ª Dose;50;10775
35;F;1ª Dose;51;8991
35;F;1ª Dose;52;16633
35;F;1ª Dose;53;6301
35;F;1ª Dose;99;79
35;F;1ª Dose;NA;2095
35;F;1ª Dose Revacinação ;11;1
35;F;2ª Dose;11;1175
35;F;2ª Dose;12;624
35;F;2ª Dose;13;3292
35;F;2ª Dose;14;491
35;F;2ª Dose;15;4065
35;F;2ª Dose;16;480
35;F;2ª Dose;17;1147
35;F;2ª Dose;21;4237
35;F;2ª Dose;22;1918
35;F;2ª Dose;23;4650
35;F;2ª Dose;24;2480
35;F;2ª Dose;25;2161
35;F;2ª Dose;26;4988
35;F;2ª Dose;27;1965
35;F;2ª Dose;28;1270
35;F;2ª Dose;29;8550
35;F;2ª Dose;31;14166
35;F;2ª Dose;32;2988
35;F;2ª Dose;33;8122
35;F;2ª Dose;35;32037
35;F;2ª Dose;41;7291
35;F;2ª Dose;42;5000
35;F;2ª Dose;43;10576
35;F;2ª Dose;50;3520
35;F;2ª Dose;51;2317
35;F;2ª Dose;52;4166
35;F;2ª Dose;53;2283
35;F;2ª Dose;99;16
35;F;2ª Dose;NA;579
35;F;Dose ;11;174
35;F;Dose ;12;265
35;F;Dose ;13;18
35;F;Dose ;14;254
35;F;Dose ;15;420
35;F;Dose ;16;84
35;F;Dose ;17;174
35;F;Dose ;21;1461
35;F;Dose ;22;195
35;F;Dose ;23;262
35;F;Dose ;24;19
35;F;Dose ;25;223
35;F;Dose ;26;847
35;F;Dose ;27;709
35;F;Dose ;28;468
35;F;Dose ;29;700
35;F;Dose ;31;585
35;F;Dose ;32;3212
35;F;Dose ;33;1173
35;F;Dose ;35;9779
35;F;Dose ;41;1100
35;F;Dose ;42;1133
35;F;Dose ;43;3430
35;F;Dose ;50;2297
35;F;Dose ;51;560
35;F;Dose ;52;700
35;F;Dose ;53;519
35;F;Dose ;99;6
35;F;Dose ;NA;114
35;F;Dose Inicial ;25;3
35;F;Única ;11;2
35;F;Única ;13;284
35;F;Única ;14;2
35;F;Única ;15;14
35;F;Única ;17;1
35;F;Única ;21;13
35;F;Única ;22;9
35;F;Única ;23;9
35;F;Única ;24;184
35;F;Única ;25;7
35;F;Única ;26;15
35;F;Única ;27;7
35;F;Única ;28;2
35;F;Única ;29;25
35;F;Única ;31;35
35;F;Única ;32;2
35;F;Única ;33;17
35;F;Única ;35;2571
35;F;Única ;41;35
35;F;Única ;42;39
35;F;Única ;43;3
35;F;Única ;50;2
35;F;Única ;51;3
35;F;Única ;52;5
35;F;Única ;53;3
35;F;Única ;NA;7
35;M;1ª Dose;11;4430
35;M;1ª Dose;12;3478
35;M;1ª Dose;13;16013
35;M;1ª Dose;14;1541
35;M;1ª Dose;15;19949
35;M;1ª Dose;16;1830
35;M;1ª Dose;17;3992
35;M;1ª Dose;21;22296
35;M;1ª Dose;22;5995
35;M;1ª Dose;23;17473
35;M;1ª Dose;24;7048
35;M;1ª Dose;25;6358
35;M;1ª Dose;26;16898
35;M;1ª Dose;27;7089
35;M;1ª Dose;28;4789
35;M;1ª Dose;29;21136
35;M;1ª Dose;31;32547
35;M;1ª Dose;32;13127
35;M;1ª Dose;33;25552
35;M;1ª Dose;35;75991
35;M;1ª Dose;41;16002
35;M;1ª Dose;42;12565
35;M;1ª Dose;43;27534
35;M;1ª Dose;50;8761
35;M;1ª Dose;51;6261
35;M;1ª Dose;52;13479
35;M;1ª Dose;53;4563
35;M;1ª Dose;99;76
35;M;1ª Dose;NA;2196
35;M;2ª Dose;11;757
35;M;2ª Dose;12;464
35;M;2ª Dose;13;2469
35;M;2ª Dose;14;380
35;M;2ª Dose;15;2750
35;M;2ª Dose;16;351
35;M;2ª Dose;17;632
35;M;2ª Dose;21;2709
35;M;2ª Dose;22;1155
35;M;2ª Dose;23;2581
35;M;2ª Dose;24;1341
35;M;2ª Dose;25;1101
35;M;2ª Dose;26;2902
35;M;2ª Dose;27;1005
35;M;2ª Dose;28;587
35;M;2ª Dose;29;4045
35;M;2ª Dose;31;5889
35;M;2ª Dose;32;1334
35;M;2ª Dose;33;3839
35;M;2ª Dose;35;14066
35;M;2ª Dose;41;2640
35;M;2ª Dose;42;1795
35;M;2ª Dose;43;4220
35;M;2ª Dose;50;2281
35;M;2ª Dose;51;1194
35;M;2ª Dose;52;2013
35;M;2ª Dose;53;1189
35;M;2ª Dose;99;19
35;M;2ª Dose;NA;425
35;M;Dose ;11;224
35;M;Dose ;12;213
35;M;Dose ;13;21
35;M;Dose ;14;225
35;M;Dose ;15;385
35;M;Dose ;16;62
35;M;Dose ;17;241
35;M;Dose ;21;1193
35;M;Dose ;22;288
35;M;Dose ;23;308
35;M;Dose ;24;29
35;M;Dose ;25;258
35;M;Dose ;26;732
35;M;Dose ;27;601
35;M;Dose ;28;386
35;M;Dose ;29;852
35;M;Dose ;31;1294
35;M;Dose ;32;3352
35;M;Dose ;33;977
35;M;Dose ;35;10492
35;M;Dose ;41;4160
35;M;Dose ;42;1689
35;M;Dose ;43;4226
35;M;Dose ;50;2417
35;M;Dose ;51;795
35;M;Dose ;52;868
35;M;Dose ;53;309
35;M;Dose ;99;6
35;M;Dose ;NA;203
35;M;Dose Inicial ;25;2
35;M;Única ;11;3
35;M;Única ;12;1
35;M;Única ;13;300
35;M;Única ;14;2
35;M;Única ;15;16
35;M;Única ;16;1
35;M;Única ;17;1
35;M;Única ;21;4
35;M;Única ;22;12
35;M;Única ;23;28
35;M;Única ;24;409
35;M;Única ;25;18
35;M;Única ;26;19
35;M;Única ;27;9
35;M;Única ;28;10
35;M;Única ;29;46
35;M;Única ;31;70
35;M;Única ;32;5
35;M;Única ;33;11
35;M;Única ;35;2665
35;M;Única ;41;292
35;M;Única ;42;55
35;M;Única ;43;15
35;M;Única ;50;10
35;M;Única ;51;4
35;M;Única ;52;10
35;M;Única ;53;2
35;M;Única ;NA;22
36;F;1ª Dose;11;5126
36;F;1ª Dose;12;4108
36;F;1ª Dose;13;19277
36;F;1ª Dose;14;1936
36;F;1ª Dose;15;24321
36;F;1ª Dose;16;2238
36;F;1ª Dose;17;4556
36;F;1ª Dose;21;27795
36;F;1ª Dose;22;7518
36;F;1ª Dose;23;22484
36;F;1ª Dose;24;9967
36;F;1ª Dose;25;9323
36;F;1ª Dose;26;19842
36;F;1ª Dose;27;8114
36;F;1ª Dose;28;6282
36;F;1ª Dose;29;31902
36;F;1ª Dose;31;47692
36;F;1ª Dose;32;16949
36;F;1ª Dose;33;39322
36;F;1ª Dose;35;124038
36;F;1ª Dose;41;27016
36;F;1ª Dose;42;17591
36;F;1ª Dose;43;38700
36;F;1ª Dose;50;12363
36;F;1ª Dose;51;8993
36;F;1ª Dose;52;16281
36;F;1ª Dose;53;6546
36;F;1ª Dose;99;83
36;F;1ª Dose;NA;2187
36;F;2ª Dose;11;1172
36;F;2ª Dose;12;597
36;F;2ª Dose;13;3441
36;F;2ª Dose;14;543
36;F;2ª Dose;15;3984
36;F;2ª Dose;16;444
36;F;2ª Dose;17;1089
36;F;2ª Dose;21;4167
36;F;2ª Dose;22;1952
36;F;2ª Dose;23;4246
36;F;2ª Dose;24;2240
36;F;2ª Dose;25;2065
36;F;2ª Dose;26;4735
36;F;2ª Dose;27;2012
36;F;2ª Dose;28;1126
36;F;2ª Dose;29;8302
36;F;2ª Dose;31;13786
36;F;2ª Dose;32;2912
36;F;2ª Dose;33;8344
36;F;2ª Dose;35;31729
36;F;2ª Dose;41;7073
36;F;2ª Dose;42;4791
36;F;2ª Dose;43;10193
36;F;2ª Dose;50;3579
36;F;2ª Dose;51;2469
36;F;2ª Dose;52;4181
36;F;2ª Dose;53;2277
36;F;2ª Dose;99;22
36;F;2ª Dose;NA;584
36;F;Dose ;11;178
36;F;Dose ;12;242
36;F;Dose ;13;20
36;F;Dose ;14;372
36;F;Dose ;15;406
36;F;Dose ;16;51
36;F;Dose ;17;170
36;F;Dose ;21;1501
36;F;Dose ;22;226
36;F;Dose ;23;334
36;F;Dose ;24;22
36;F;Dose ;25;230
36;F;Dose ;26;844
36;F;Dose ;27;678
36;F;Dose ;28;563
36;F;Dose ;29;732
36;F;Dose ;31;579
36;F;Dose ;32;3183
36;F;Dose ;33;1178
36;F;Dose ;35;13376
36;F;Dose ;41;1785
36;F;Dose ;42;1453
36;F;Dose ;43;3577
36;F;Dose ;50;2161
36;F;Dose ;51;609
36;F;Dose ;52;719
36;F;Dose ;53;494
36;F;Dose ;99;3
36;F;Dose ;NA;133
36;F;Dose Inicial ;23;1
36;F;Dose Inicial ;25;8
36;F;Única ;12;1
36;F;Única ;13;258
36;F;Única ;14;3
36;F;Única ;15;5
36;F;Única ;17;2
36;F;Única ;21;8
36;F;Única ;22;3
36;F;Única ;23;15
36;F;Única ;24;147
36;F;Única ;25;5
36;F;Única ;26;8
36;F;Única ;27;4
36;F;Única ;28;4
36;F;Única ;29;37
36;F;Única ;31;54
36;F;Única ;32;2
36;F;Única ;33;12
36;F;Única ;35;4152
36;F;Única ;41;35
36;F;Única ;42;37
36;F;Única ;43;7
36;F;Única ;50;6
36;F;Única ;51;4
36;F;Única ;52;9
36;F;Única ;99;1
36;F;Única ;NA;19
36;M;1ª Dose;11;4438
36;M;1ª Dose;12;3476
36;M;1ª Dose;13;16782
36;M;1ª Dose;14;1630
36;M;1ª Dose;15;20137
36;M;1ª Dose;16;1966
36;M;1ª Dose;17;3948
36;M;1ª Dose;21;21995
36;M;1ª Dose;22;6055
36;M;1ª Dose;23;18147
36;M;1ª Dose;24;7068
36;M;1ª Dose;25;6320
36;M;1ª Dose;26;16508
36;M;1ª Dose;27;7299
36;M;1ª Dose;28;4722
36;M;1ª Dose;29;21915
36;M;1ª Dose;31;33198
36;M;1ª Dose;32;13113
36;M;1ª Dose;33;26895
36;M;1ª Dose;35;82627
36;M;1ª Dose;41;17115
36;M;1ª Dose;42;12513
36;M;1ª Dose;43;30968
36;M;1ª Dose;50;10303
36;M;1ª Dose;51;6257
36;M;1ª Dose;52;13618
36;M;1ª Dose;53;4556
36;M;1ª Dose;99;75
36;M;1ª Dose;NA;2394
36;M;2ª Dose;11;653
36;M;2ª Dose;12;440
36;M;2ª Dose;13;2642
36;M;2ª Dose;14;389
36;M;2ª Dose;15;2702
36;M;2ª Dose;16;371
36;M;2ª Dose;17;660
36;M;2ª Dose;21;2735
36;M;2ª Dose;22;1230
36;M;2ª Dose;23;2454
36;M;2ª Dose;24;1162
36;M;2ª Dose;25;1051
36;M;2ª Dose;26;2860
36;M;2ª Dose;27;989
36;M;2ª Dose;28;558
36;M;2ª Dose;29;3933
36;M;2ª Dose;31;5731
36;M;2ª Dose;32;1370
36;M;2ª Dose;33;3870
36;M;2ª Dose;35;13819
36;M;2ª Dose;41;2749
36;M;2ª Dose;42;1858
36;M;2ª Dose;43;4443
36;M;2ª Dose;50;2240
36;M;2ª Dose;51;1156
36;M;2ª Dose;52;1920
36;M;2ª Dose;53;1147
36;M;2ª Dose;99;16
36;M;2ª Dose;NA;435
36;M;Dose ;11;263
36;M;Dose ;12;220
36;M;Dose ;13;32
36;M;Dose ;14;323
36;M;Dose ;15;419
36;M;Dose ;16;53
36;M;Dose ;17;243
36;M;Dose ;21;1159
36;M;Dose ;22;349
36;M;Dose ;23;332
36;M;Dose ;24;33
36;M;Dose ;25;252
36;M;Dose ;26;752
36;M;Dose ;27;543
36;M;Dose ;28;478
36;M;Dose ;29;931
36;M;Dose ;31;1337
36;M;Dose ;32;3224
36;M;Dose ;33;1049
36;M;Dose ;35;14771
36;M;Dose ;41;4884
36;M;Dose ;42;1907
36;M;Dose ;43;4010
36;M;Dose ;50;2169
36;M;Dose ;51;898
36;M;Dose ;52;967
36;M;Dose ;53;281
36;M;Dose ;99;16
36;M;Dose ;NA;212
36;M;Dose Inicial ;25;2
36;M;Única ;11;3
36;M;Única ;12;2
36;M;Única ;13;289
36;M;Única ;14;1
36;M;Única ;15;22
36;M;Única ;16;3
36;M;Única ;17;1
36;M;Única ;21;10
36;M;Única ;22;16
36;M;Única ;23;29
36;M;Única ;24;383
36;M;Única ;25;17
36;M;Única ;26;19
36;M;Única ;27;12
36;M;Única ;28;6
36;M;Única ;29;66
36;M;Única ;31;96
36;M;Única ;32;4
36;M;Única ;33;22
36;M;Única ;35;4538
36;M;Única ;41;309
36;M;Única ;42;56
36;M;Única ;43;16
36;M;Única ;50;24
36;M;Única ;51;2
36;M;Única ;52;10
36;M;Única ;53;1
36;M;Única ;99;2
36;M;Única ;NA;30
37;F;1ª Dose;11;5581
37;F;1ª Dose;12;4163
37;F;1ª Dose;13;18836
37;F;1ª Dose;14;2001
37;F;1ª Dose;15;24897
37;F;1ª Dose;16;2256
37;F;1ª Dose;17;4628
37;F;1ª Dose;21;29361
37;F;1ª Dose;22;7680
37;F;1ª Dose;23;21912
37;F;1ª Dose;24;10899
37;F;1ª Dose;25;9681
37;F;1ª Dose;26;21075
37;F;1ª Dose;27;10054
37;F;1ª Dose;28;6714
37;F;1ª Dose;29;34203
37;F;1ª Dose;31;50210
37;F;1ª Dose;32;17649
37;F;1ª Dose;33;41149
37;F;1ª Dose;35;189124
37;F;1ª Dose;41;30015
37;F;1ª Dose;42;18577
37;F;1ª Dose;43;42684
37;F;1ª Dose;50;12840
37;F;1ª Dose;51;9090
37;F;1ª Dose;52;17249
37;F;1ª Dose;53;6906
37;F;1ª Dose;99;129
37;F;1ª Dose;NA;2489
37;F;1ª Dose Revacinação ;11;1
37;F;2ª Dose;11;1098
37;F;2ª Dose;12;629
37;F;2ª Dose;13;3289
37;F;2ª Dose;14;518
37;F;2ª Dose;15;4139
37;F;2ª Dose;16;470
37;F;2ª Dose;17;1132
37;F;2ª Dose;21;4246
37;F;2ª Dose;22;1781
37;F;2ª Dose;23;4358
37;F;2ª Dose;24;2226
37;F;2ª Dose;25;2172
37;F;2ª Dose;26;5029
37;F;2ª Dose;27;1992
37;F;2ª Dose;28;1179
37;F;2ª Dose;29;8670
37;F;2ª Dose;31;14241
37;F;2ª Dose;32;2935
37;F;2ª Dose;33;8598
37;F;2ª Dose;35;33306
37;F;2ª Dose;41;7297
37;F;2ª Dose;42;5053
37;F;2ª Dose;43;11000
37;F;2ª Dose;50;3544
37;F;2ª Dose;51;2432
37;F;2ª Dose;52;4193
37;F;2ª Dose;53;2347
37;F;2ª Dose;99;18
37;F;2ª Dose;NA;592
37;F;Dose ;11;207
37;F;Dose ;12;170
37;F;Dose ;13;32
37;F;Dose ;14;380
37;F;Dose ;15;423
37;F;Dose ;16;155
37;F;Dose ;17;180
37;F;Dose ;21;1151
37;F;Dose ;22;287
37;F;Dose ;23;435
37;F;Dose ;24;51
37;F;Dose ;25;243
37;F;Dose ;26;877
37;F;Dose ;27;766
37;F;Dose ;28;781
37;F;Dose ;29;1061
37;F;Dose ;31;796
37;F;Dose ;32;3595
37;F;Dose ;33;1761
37;F;Dose ;35;26397
37;F;Dose ;41;2298
37;F;Dose ;42;1847
37;F;Dose ;43;6465
37;F;Dose ;50;2159
37;F;Dose ;51;625
37;F;Dose ;52;742
37;F;Dose ;53;584
37;F;Dose ;99;11
37;F;Dose ;NA;185
37;F;Dose Inicial ;25;1
37;F;Única ;11;5
37;F;Única ;12;2
37;F;Única ;13;213
37;F;Única ;15;14
37;F;Única ;17;4
37;F;Única ;21;12
37;F;Única ;22;12
37;F;Única ;23;16
37;F;Única ;24;171
37;F;Única ;25;13
37;F;Única ;26;18
37;F;Única ;27;12
37;F;Única ;28;14
37;F;Única ;29;63
37;F;Única ;31;103
37;F;Única ;32;4
37;F;Única ;33;20
37;F;Única ;35;8913
37;F;Única ;41;75
37;F;Única ;42;48
37;F;Única ;43;16
37;F;Única ;50;20
37;F;Única ;51;9
37;F;Única ;52;10
37;F;Única ;53;5
37;F;Única ;99;2
37;F;Única ;NA;33
37;M;1ª Dose;11;4923
37;M;1ª Dose;12;3577
37;M;1ª Dose;13;16325
37;M;1ª Dose;14;1739
37;M;1ª Dose;15;20471
37;M;1ª Dose;16;1914
37;M;1ª Dose;17;3974
37;M;1ª Dose;21;22956
37;M;1ª Dose;22;6259
37;M;1ª Dose;23;17529
37;M;1ª Dose;24;8110
37;M;1ª Dose;25;6684
37;M;1ª Dose;26;18043
37;M;1ª Dose;27;8935
37;M;1ª Dose;28;5131
37;M;1ª Dose;29;23825
37;M;1ª Dose;31;36237
37;M;1ª Dose;32;13798
37;M;1ª Dose;33;28358
37;M;1ª Dose;35;151743
37;M;1ª Dose;41;19104
37;M;1ª Dose;42;13572
37;M;1ª Dose;43;34575
37;M;1ª Dose;50;10876
37;M;1ª Dose;51;6661
37;M;1ª Dose;52;14397
37;M;1ª Dose;53;5010
37;M;1ª Dose;99;137
37;M;1ª Dose;NA;2849
37;M;1ª Dose Revacinação ;11;1
37;M;2ª Dose;11;651
37;M;2ª Dose;12;478
37;M;2ª Dose;13;2608
37;M;2ª Dose;14;387
37;M;2ª Dose;15;2646
37;M;2ª Dose;16;396
37;M;2ª Dose;17;593
37;M;2ª Dose;21;2740
37;M;2ª Dose;22;1153
37;M;2ª Dose;23;2376
37;M;2ª Dose;24;1239
37;M;2ª Dose;25;1090
37;M;2ª Dose;26;2860
37;M;2ª Dose;27;1004
37;M;2ª Dose;28;556
37;M;2ª Dose;29;4038
37;M;2ª Dose;31;6216
37;M;2ª Dose;32;1339
37;M;2ª Dose;33;4150
37;M;2ª Dose;35;14991
37;M;2ª Dose;41;2819
37;M;2ª Dose;42;1850
37;M;2ª Dose;43;4417
37;M;2ª Dose;50;2328
37;M;2ª Dose;51;1220
37;M;2ª Dose;52;2137
37;M;2ª Dose;53;1202
37;M;2ª Dose;99;17
37;M;2ª Dose;NA;422
37;M;3ª Dose;53;1
37;M;Dose ;11;209
37;M;Dose ;12;202
37;M;Dose ;13;45
37;M;Dose ;14;340
37;M;Dose ;15;442
37;M;Dose ;16;139
37;M;Dose ;17;229
37;M;Dose ;21;1002
37;M;Dose ;22;373
37;M;Dose ;23;417
37;M;Dose ;24;40
37;M;Dose ;25;292
37;M;Dose ;26;794
37;M;Dose ;27;725
37;M;Dose ;28;667
37;M;Dose ;29;1233
37;M;Dose ;31;1475
37;M;Dose ;32;3742
37;M;Dose ;33;1704
37;M;Dose ;35;27870
37;M;Dose ;41;5564
37;M;Dose ;42;2334
37;M;Dose ;43;7188
37;M;Dose ;50;2152
37;M;Dose ;51;845
37;M;Dose ;52;991
37;M;Dose ;53;332
37;M;Dose ;99;13
37;M;Dose ;NA;341
37;M;Dose Inicial ;25;5
37;M;Única ;11;3
37;M;Única ;12;2
37;M;Única ;13;242
37;M;Única ;14;3
37;M;Única ;15;19
37;M;Única ;17;1
37;M;Única ;21;21
37;M;Única ;22;24
37;M;Única ;23;25
